Date,Open,High,Low,Close
2017-03-01,191.072,191.389,190.438,191.269
2017-03-02,190.288,190.288,188.694,188.812
2017-03-03,188.867,189.775,188.792,189.715
2017-03-06,190.042,190.754,189.347,189.421
2017-03-07,189.254,189.562,187.975,188.019
2017-03-08,187.681,188.11,184.86,185.053
2017-03-09,183.526,184.816,182.41,183.221
2017-03-10,183.543,184.573,182.413,182.649
2017-03-13,182.846,183.453,182.622,183.156
2017-03-14,182.852,182.852,181.553,182.118
2017-03-15,183.65,184.018,182.899,183.795
2017-03-16,185.03,185.049,183.912,184.041
2017-03-17,184.454,184.671,183.777,184.48
2017-03-20,184.013,185.302,183.579,184.781
2017-03-21,185.272,185.321,183.97,184.288
2017-03-22,183.117,184.329,182.853,183.854
2017-03-23,184.093,184.147,183.097,183.643
2017-03-24,183.841,183.906,183.191,183.465
2017-03-27,183.092,183.202,182.145,183.098
2017-03-28,183.693,184.424,183.495,184.078
2017-03-29,184.104,185.258,183.93,185.209
2017-03-30,184.753,186.172,184.605,185.52
2017-03-31,185.391,186.1,184.931,185.883
2017-04-03,186.3,186.562,184.467,184.525
2017-04-04,184.875,185.699,184.602,185.594
2017-04-05,186.829,187.082,185.8,186.147
2017-04-06,186.531,186.997,186.288,186.781
2017-04-07,186.727,187.246,185.995,187.105
2017-04-10,187.613,187.739,187.097,187.627
2017-04-11,187.616,188.007,186.884,187.996
2017-04-12,188.249,188.511,187.233,187.382
2017-04-13,187.819,188.275,187.353,187.769
2017-04-17,187.418,188.076,187.288,187.392
2017-04-18,186.65,187.005,185.904,186.545
2017-04-19,186.693,187.016,183.589,183.918
2017-04-20,184.359,184.359,182.941,183.037
2017-04-21,183.09,183.446,181.428,181.871
2017-04-24,182.288,182.351,180.693,180.932
2017-04-25,180.738,181.92,180.388,181.909
2017-04-26,181.753,182.826,181.21,181.708
2017-04-27,180.273,180.699,179.722,180.491
2017-04-28,181.301,181.921,180.594,181.725
2017-05-01,181.959,182.17,181.269,181.589
2017-05-02,182.149,182.149,180.102,180.339
2017-05-03,180.025,180.638,179.54,180.399
2017-05-04,179.138,179.138,176.749,177.008
2017-05-05,177.085,178.694,176.68,177.924
2017-05-08,177.579,178.492,177.136,178.132
2017-05-09,178.203,178.585,176.999,177.293
2017-05-10,178.018,179.984,177.954,179.509
2017-05-11,180.459,180.615,179.584,180.441
2017-05-12,180.803,181.735,180.8,181.691
2017-05-15,184.211,184.658,182.739,182.741
2017-05-16,183.002,183.215,181.997,182.138
2017-05-17,182.842,183.659,182.425,183.244
2017-05-18,181.514,183.025,181.22,182.507
2017-05-19,183.74,185.104,183.726,185.077
2017-05-22,185.847,186.345,185.476,186.073
2017-05-23,185.41,186.067,184.795,185.056
2017-05-24,184.536,184.673,183.363,183.918
2017-05-25,183.256,184.038,180.786,181.153
2017-05-26,180.583,182.038,180.195,182.005
2017-05-30,181.166,181.62,180.502,181.328
2017-05-31,180.147,180.43,178.989,179.772
2017-06-01,179.642,180.1,178.998,179.09
2017-06-02,177.543,178.473,177.467,177.963
2017-06-05,177.277,177.486,176.852,177.296
2017-06-06,177.331,178.298,177.084,178.077
2017-06-07,177.998,178.07,175.527,175.611
2017-06-08,175.979,176.672,175.685,176.098
2017-06-09,176.237,177.215,176.035,176.765
2017-06-12,177.757,177.81,175.893,175.934
2017-06-13,175.749,175.992,175.075,175.835
2017-06-14,175.078,175.73,172.912,173.024
2017-06-15,172.336,173.022,172.056,172.783
2017-06-16,173.437,173.461,172.733,173.052
2017-06-19,172.674,172.674,171.153,171.283
2017-06-20,169.867,169.879,168.696,169.658
2017-06-21,169.96,170.076,166.91,167.424
2017-06-22,167.589,167.776,166.482,166.5
2017-06-23,167.174,168.022,166.744,167.744
2017-06-26,168.106,168.602,167.162,168.569
2017-06-27,169.91,170.445,169.319,170.013
2017-06-28,170.046,171.107,169.782,170.975
2017-06-29,171.989,172.557,171.529,171.886
2017-06-30,172.704,174.822,172.48,174.776
2017-07-03,175.005,176.73,174.827,176.156
2017-07-05,175.197,175.702,173.361,173.653
2017-07-06,174.391,175.105,173.774,174.428
2017-07-07,172.779,173.492,171.883,172.56
2017-07-10,172.686,173.317,172.259,172.742
2017-07-11,171.561,174.057,171.433,173.923
2017-07-12,174.32,175.109,173.559,173.876
2017-07-13,173.245,174.956,173.245,174.349
2017-07-14,175.235,176.338,174.632,176.284
2017-07-17,176.679,176.8,175.829,175.879
2017-07-18,177.644,178.013,176.34,176.878
2017-07-19,177.389,178.8,177.243,178.656
2017-07-20,179.057,179.74,178.352,178.398
2017-07-21,177.601,177.992,176.541,176.661
2017-07-24,176.16,176.669,175.998,176.233
2017-07-25,177.092,177.949,177.005,177.666
2017-07-26,177.762,179.524,177.713,179.455
2017-07-27,179.617,181.407,179.614,181.142
2017-07-28,181.087,182.575,181.087,182.12
2017-07-31,181.926,182.694,181.423,182.642
2017-08-01,182.227,182.358,179.691,180.756
2017-08-02,180.67,182.03,180.266,181.982
2017-08-03,181.918,182.093,180.6,180.648
2017-08-04,180.497,180.943,179.981,180.683
2017-08-07,180.3,180.975,179.609,180.971
2017-08-08,181.214,181.416,180.273,181.089
2017-08-09,181.402,181.72,180.94,181.556
2017-08-10,182.22,182.547,178.829,178.914
2017-08-11,178.616,179.795,178.473,179.606
2017-08-14,178.542,179.086,177.392,177.506
2017-08-15,176.4,176.565,175.784,176.305
2017-08-16,176.719,176.742,175.246,175.357
2017-08-17,175.342,175.992,174.679,175.886
2017-08-18,176.207,177.667,175.184,177.497
2017-08-21,177.693,177.713,176.215,176.548
2017-08-22,176.693,177.191,176.309,176.728
2017-08-23,176.531,177.673,176.402,177.584
2017-08-24,177.96,178.221,176.983,177.796
2017-08-25,178.595,178.595,177.319,177.828
2017-08-28,178.122,178.694,177.574,178.012
2017-08-29,177.852,178.383,176.961,177.531
2017-08-30,177.348,177.497,176.568,176.875
2017-08-31,177.316,180.892,177.158,180.857
2017-09-01,180.627,181,179.608,180.946
2017-09-05,181.441,182.975,181.441,182.342
2017-09-06,182.701,183.289,182.347,183
2017-09-07,182.885,183.158,182.446,182.868
2017-09-08,182.88,183.125,180.873,181.175
2017-09-11,180.734,181.827,180.236,181.66
2017-09-12,181.519,182.209,180.916,181.411
2017-09-13,182.362,182.979,181.987,182.883
2017-09-14,183.3,184.31,183.175,183.31
2017-09-15,183.254,184.143,183.195,184.052
2017-09-18,183.701,184.242,183.099,183.734
2017-09-19,183.668,184.073,182.339,182.578
2017-09-20,183.438,184.94,183.313,184.634
2017-09-21,183.325,183.81,183.16,183.396
2017-09-22,183.738,184.149,183.189,183.569
2017-09-25,183.854,184.687,183.526,184.609
2017-09-26,184.33,184.33,183.103,183.396
2017-09-27,183.251,183.961,183.017,183.861
2017-09-28,184.016,184.108,182.559,182.99
2017-09-29,182.692,183.533,182.412,183.088
2017-10-02,181.275,181.275,180.309,180.909
2017-10-03,180.681,181.168,180.334,180.898
2017-10-04,181.14,181.861,181.026,181.291
2017-10-05,181.558,183.401,181.558,182.943
2017-10-06,182.193,182.193,180.482,180.955
2017-10-09,181.027,181.175,180.506,180.956
2017-10-10,182.214,183.493,182.064,183.196
2017-10-11,183.365,183.737,182.969,183.496
2017-10-12,182.8,183.798,182.345,183.275
2017-10-13,184.61,185.015,183.957,184.829
2017-10-16,185.599,185.734,184.418,184.621
2017-10-17,184.646,185.018,183.825,184.239
2017-10-18,184.215,184.506,183.6,183.992
2017-10-19,183.481,184.335,183.353,184.071
2017-10-20,183.983,184.397,183.35,184.117
2017-10-23,184.54,185.011,184.42,184.711
2017-10-24,184.986,185.866,184.467,185.824
2017-10-25,185.713,186.113,185.148,185.402
2017-10-26,185.223,186.072,184.78,185.935
2017-10-27,185.002,186.998,184.721,186.891
2017-10-30,187.094,187.799,187.024,187.53
2017-10-31,187.294,187.778,186.798,187.558
2017-11-01,188.842,188.842,187.486,187.942
2017-11-02,187.813,188.21,187.42,188.126
2017-11-03,188.526,189.437,187.818,189.38
2017-11-06,190.144,192.833,189.71,192.568
2017-11-07,191.933,192.304,191.383,191.847
2017-11-08,191.724,192.993,191.399,191.891
2017-11-09,191.816,192.658,191.784,191.869
2017-11-10,191.822,192.314,191.23,191.648
2017-11-13,191.375,192.158,191.217,191.448
2017-11-14,190.867,190.973,188.615,189.057
2017-11-15,188.234,188.85,188.032,188.638
2017-11-16,188.466,189.073,188.144,188.246
2017-11-17,189.226,190.526,189.04,190.386
2017-11-20,189.256,189.383,188.356,189.21
2017-11-21,189.199,190.342,189.117,189.829
2017-11-22,190.823,191.765,190.654,191.604
2017-11-23,190.823,191.765,190.654,191.604
2017-11-24,192.199,192.475,191.88,192.215
2017-11-27,191.793,192.225,190.99,191.629
2017-11-28,190.909,191.408,190.877,191.213
2017-11-29,191.239,192.163,190.361,190.905
2017-11-30,191.07,191.264,188.781,189.171
2017-12-01,190.123,191.452,189.813,190.686
2017-12-04,190.207,190.457,188.608,188.687
2017-12-05,187.931,188.293,187.375,187.468
2017-12-06,186.988,187.098,184.711,184.724
2017-12-07,184.323,184.59,183.863,184.471
2017-12-08,185.799,185.852,184.613,185.016
2017-12-11,185.452,185.746,185.1,185.492
2017-12-12,186.202,186.292,183.24,183.414
2017-12-13,184.461,184.643,183.316,183.365
2017-12-14,183.079,184.289,182.984,184.218
2017-12-15,184.771,185.093,184.323,184.524
2017-12-18,185.53,186.045,185.169,185.418
2017-12-19,185.627,186.357,185.58,186.016
2017-12-20,186.602,187.166,186.204,187.09
2017-12-21,186.735,187.756,186.244,187.736
2017-12-22,187.17,187.928,186.902,187.878
2017-12-26,188.352,190.574,188.352,190.474
2017-12-27,189.982,191.536,189.982,191.47
2017-12-28,191.847,193.062,191.832,193.042
2017-12-29,193.076,194.046,192.965,193.865
2018-01-02,194.248,194.928,193.824,194.716
2018-01-03,194.87,195.369,194.749,195.351
2018-01-04,194.895,195.735,194.734,195.367
2018-01-05,194.192,194.524,193.307,193.446
2018-01-08,193.506,193.506,192.462,192.918
2018-01-09,193.468,194.374,192.575,194.155
2018-01-10,195.253,195.307,194.317,194.865
2018-01-11,195.206,195.995,194.997,195.16
2018-01-12,195.08,196.056,194.423,196.056
2018-01-16,195.538,195.564,194.586,195.106
2018-01-17,195.07,196.544,195.02,196.405
2018-01-18,196.441,196.57,195.308,196.344
2018-01-19,195.984,196.224,195.089,195.503
2018-01-22,195.803,196.627,195.708,196.217
2018-01-23,196.528,197.337,196.457,196.939
2018-01-24,197.702,199.617,197.659,199.509
2018-01-25,200.582,201.189,199.262,199.345
2018-01-26,199.355,200.822,198.99,200.52
2018-01-29,199.864,200.058,199.057,199.536
2018-01-30,199.192,199.583,197.836,198.136
2018-01-31,197.228,197.603,196.766,197.376
2018-02-01,197.442,198.359,197.253,198.347
2018-02-02,198.25,198.739,196.513,197.441
2018-02-05,196.348,197.089,195.296,195.668
2018-02-06,194.536,195.693,194.343,194.746
2018-02-07,194.562,195.026,191.932,192.34
2018-02-08,192.237,192.985,191.427,191.773
2018-02-09,190.597,191.143,187.354,188.512
2018-02-12,190.01,190.294,189.062,189.083
2018-02-13,189.329,190.181,188.634,189.837
2018-02-14,189.205,192.408,188.173,192.387
2018-02-15,192.223,193.521,191.526,193.459
2018-02-16,193.623,193.922,192.788,193.581
2018-02-20,194.154,194.742,193.588,193.67
2018-02-21,193.405,194.28,193.295,194.174
2018-02-22,193.599,195.509,193.594,195.271
2018-02-23,195.137,196.281,195.039,195.994
2018-02-26,196.717,197.234,195.691,196.75
2018-02-27,196.367,196.391,195.078,195.394
2018-02-28,195.51,196.114,193.84,193.949
2018-03-01,192.97,194.156,192.19,193.948
2018-03-02,193.746,194.297,193.013,194.118
2018-03-05,194.149,196.689,194.142,196.669
2018-03-06,197.81,197.921,196.474,196.761
2018-03-07,196.365,196.52,194.116,194.437
2018-03-08,194.513,195.011,193.486,193.662
2018-03-09,193.94,195.212,193.75,195.149
2018-03-12,194.503,195.053,193.774,194.528
2018-03-13,194.631,195.505,193.723,194.279
2018-03-14,194.804,195.131,193.758,194.485
2018-03-15,194.865,194.918,193.605,193.887
2018-03-16,193.84,194.638,193.177,194.455
2018-03-19,193.838,194.149,192.722,192.898
2018-03-20,193.575,195.028,193.561,194.154
2018-03-21,195.303,196.475,194.988,196.019
2018-03-22,196.162,196.289,194.994,195.233
2018-03-23,195.031,196.273,194.97,196.263
2018-03-26,196.396,196.528,195.623,195.774
2018-03-27,196.217,196.687,195.271,195.568
2018-03-28,194.648,194.969,193.803,194.305
2018-03-29,194.63,195.807,194.3,195.364
2018-04-02,196.364,196.452,193.325,193.38
2018-04-03,193.471,193.966,193.027,193.209
2018-04-04,190.833,192.46,190.421,192.342
2018-04-05,192.295,193.85,192.242,193.808
2018-04-06,192.742,193.903,191.983,192.251
2018-04-09,193.025,195.132,193.02,194.969
2018-04-10,196.204,197.161,195.418,197.115
2018-04-11,197.621,199.546,197.365,198.83
2018-04-12,197.835,199.366,197.791,199.304
2018-04-13,199.318,200.202,199.298,199.698
2018-04-16,198.975,200.428,198.975,199.548
2018-04-17,199.237,199.605,198.567,199.384
2018-04-18,200.823,202.982,200.823,202.972
2018-04-19,203.88,203.917,201.468,201.858
2018-04-20,201.059,202.014,200.711,201.917
2018-04-23,201.78,201.848,200.214,200.725
2018-04-24,200.725,202.03,199.922,200.084
2018-04-25,200.084,200.765,199.187,200.689
2018-04-26,200.689,201.857,200.353,201.218
2018-04-27,201.218,201.572,200.294,201.389
2018-04-30,201.389,202.728,200.325,201.982
2018-05-01,201.074,201.627,200.747,201.256
2018-05-02,201.256,201.709,200.614,201.602
2018-05-03,201.602,202.234,200.948,202.103
2018-05-04,202.103,203.561,201.501,203.254
2018-05-07,203.254,204.332,203.254,203.639
2018-05-08,203.639,203.639,200.311,202.089
2018-05-09,202.089,204.091,202.089,203.702
2018-05-10,203.702,204.595,203.336,204.523
2018-05-11,204.523,204.523,203.423,203.559
2018-05-14,203.559,204.046,203.263,203.829
2018-05-15,203.829,204.617,202.26,203.453
2018-05-16,203.453,203.808,202.844,203.76
2018-05-17,203.76,204.766,203.307,203.562
2018-05-18,203.562,204.6,203.562,203.689
2018-05-21,204.41,205.846,204.327,205.691
2018-05-22,205.691,206.948,205.691,206.201
2018-05-23,206.201,206.586,205.341,206.376
2018-05-24,206.109,206.608,205.539,205.662
2018-05-25,204.505,204.521,202.717,203.343
2018-05-29,203.147,203.25,201.173,201.816
2018-05-30,201.754,203.465,201.677,203.293
2018-05-31,203.202,203.622,202.266,202.841
2018-06-01,202.703,202.899,201.616,201.71
2018-06-04,201.012,201.286,198.77,198.862
2018-06-05,198.159,199.239,197.905,199.186
2018-06-06,199.266,199.91,198.63,199.013
2018-06-07,199.963,200.32,199.194,199.486
2018-06-08,199.085,200.458,199.038,200.038
2018-06-11,199.232,200.323,198.896,199.393
2018-06-12,199.613,200.401,199.31,200.144
2018-06-13,199.461,200.542,199.285,200.091
2018-06-14,200.166,200.313,198.76,199.008
2018-06-15,198.05,198.054,196.041,196.237
2018-06-18,195.878,196.349,195.112,196.183
2018-06-19,193.676,193.92,192.515,193.825
2018-06-20,194.315,195.422,194.118,194.983
2018-06-21,193.962,194.951,193.96,194.4
2018-06-22,195.619,197.601,195.52,197.532
2018-06-25,196.785,197.344,195.128,195.345
2018-06-26,195.613,197.542,195.265,197.244
2018-06-27,197.803,199.185,197.578,198.947
2018-06-28,198.726,200.052,198.409,198.891
2018-06-29,198.944,200.825,198.809,200.385
2018-07-02,199.589,199.739,197.466,197.5
2018-07-03,198.538,199.173,196.652,197.48
2018-07-05,197.677,198.015,195.93,196.206
2018-07-06,195.366,198.117,194.991,198.052
2018-07-09,198.165,198.46,197.239,198.234
2018-07-10,198.51,199.256,197.892,198.293
2018-07-11,196.479,196.716,192.525,192.833
2018-07-12,193.466,194.128,192.514,194.003
2018-07-13,193.123,194.23,192.94,193.728
2018-07-16,192.747,193.151,190.997,191.173
2018-07-17,191.553,191.553,190.523,191.094
2018-07-18,190.557,191.646,190.019,191.471
2018-07-19,190.142,192.093,189.968,191.415
2018-07-20,191.625,192.745,191.625,192.621
2018-07-23,193.408,193.482,192.153,192.486
2018-07-24,192.728,193.869,192.463,193.189
2018-07-25,193.561,194.874,193.511,194.655
2018-07-26,195.403,195.489,194.778,194.992
2018-07-27,194.754,195.212,193.754,194.157
2018-07-30,195.525,196.297,195.498,195.754
2018-07-31,195.542,195.681,194.462,194.53
2018-08-01,193.019,193.418,191.382,191.641
2018-08-02,191.044,193.213,190.877,192.651
2018-08-03,193.265,193.725,192.643,193.235
2018-08-06,193.682,194.702,193.335,193.93
2018-08-07,195.166,195.284,194.217,194.495
2018-08-08,194.127,194.194,192.111,193.039
2018-08-09,193.331,193.532,192.356,192.428
2018-08-10,192.315,193.024,191.524,191.695
2018-08-13,190.632,190.924,188.834,190.299
2018-08-14,191.179,191.903,190.28,190.436
2018-08-15,189.186,189.604,186.736,186.948
2018-08-16,187.848,188.779,187.743,188.378
2018-08-17,188.378,189.383,188.022,188.74
2018-08-20,189.032,189.456,188.566,189.114
2018-08-21,189.707,190.586,189.671,190.008
2018-08-22,190.915,191.565,189.936,191.12
2018-08-23,190.74,190.911,190.007,190.498
2018-08-24,191.803,192.936,191.68,192.08
2018-08-27,191.776,192.937,191.742,192.867
2018-08-28,192.954,193.066,191.621,191.712
2018-08-29,191.993,192.957,191.683,192.957
2018-08-30,193.449,193.592,192.358,192.805
2018-08-31,193.449,193.592,192.059,192.955
2018-09-04,193.229,193.377,191.969,192.124
2018-09-05,191.261,192.183,191.008,191.013
2018-09-06,191.339,191.457,189.04,189.783
2018-09-07,190.102,190.398,189.446,190.357
2018-09-10,191.034,191.842,190.569,191.019
2018-09-11,191.249,191.799,190.26,191.667
2018-09-12,192.184,193.983,192.026,193.359
2018-09-13,192.806,192.972,191.216,191.406
2018-09-14,191.26,191.605,190.068,190.484
2018-09-17,190.764,191.188,189.541,189.643
2018-09-18,190.584,191.237,190.053,190.562
2018-09-19,190.626,191.822,190.501,191.767
2018-09-20,192.025,192.984,191.681,192.707
2018-09-21,193.409,194.395,192.647,193.976
2018-09-24,194.78,195.523,194.631,194.783
2018-09-25,194.97,195.677,194.717,195.123
2018-09-26,194.863,194.902,193.91,193.974
2018-09-27,194.336,194.527,193.649,194.174
2018-09-28,194.278,195.883,193.817,195.159
2018-10-01,195.229,197.881,194.853,197.787
2018-10-02,198.233,200.038,197.997,199.969
2018-10-03,200.107,201.721,199.4,201.229
2018-10-04,200.959,201.324,198.49,198.787
2018-10-05,198.787,199.819,198.787,199.038
2018-10-08,198.823,199.853,198.777,199.76
2018-10-09,200.302,200.567,199.369,200.372
2018-10-10,200.664,200.706,198.056,198.116
2018-10-11,196.553,197.513,196.26,196.63
2018-10-12,197.802,198.268,197.138,197.941
2018-10-15,199.005,199.78,198.187,199.74
2018-10-16,199.156,200.158,199.13,199.721
2018-10-17,199.772,199.894,198.353,198.897
2018-10-18,197.701,197.923,196.552,196.635
2018-10-19,197.33,198.224,197.02,197.176
2018-10-22,197.086,197.389,196.511,197.25
2018-10-23,196.005,196.306,194.367,194.969
2018-10-24,194.859,196.367,194.418,194.467
2018-10-25,194.467,195.431,194.328,194.79
2018-10-26,193.939,195.798,193.754,195.506
2018-10-29,195.461,195.944,193.294,193.421
2018-10-30,192.947,193.048,191.28,191.758
2018-10-31,192.052,192.522,190.921,190.966
2018-11-01,190.814,192.942,190.701,191.641
2018-11-02,192.153,192.529,191.215,192.302
2018-11-05,192.279,193.66,192.191,192.578
2018-11-06,192.24,192.792,190.595,191.21
2018-11-07,192.194,192.379,190.604,191.34
2018-11-08,191.02,191.184,189.182,189.711
2018-11-09,188.521,189.332,187.611,188.451
2018-11-12,189.409,189.938,187.897,187.99
2018-11-13,187.893,188.062,184.372,184.537
2018-11-14,187.04,188.621,186.35,188.056
2018-11-15,187.426,187.999,185.47,185.539
2018-11-16,186.095,188.5,185.964,187.297
2018-11-19,187.544,188.977,186.065,188.759
2018-11-20,187.672,187.982,182.426,183.785
2018-11-21,185.301,187.076,184.623,185.001
2018-11-23,181.588,181.666,179.529,179.602
2018-11-26,179.527,180.666,179.312,180.298
2018-11-27,179.987,180.785,178.789,179.921
2018-11-28,180.671,182.14,180.207,181.221
2018-11-29,181.427,182.758,181.202,182.313
2018-11-30,181.202,182.172,180.023,181.738
2018-12-03,184.141,184.552,182.908,183.507
2018-12-04,184.671,185.148,183.675,184.138
2018-12-05,184.289,185.283,183.51,183.752
2018-12-06,181.577,181.758,179.778,181.303
2018-12-07,182.057,185.696,181.926,184.152
2018-12-10,183.085,183.371,181.604,181.647
2018-12-11,182.402,182.882,181.251,181.802
2018-12-12,183.13,183.275,181.082,181.2
2018-12-13,180.539,183.153,180.537,183.028
2018-12-14,181.645,182.339,179.98,180.312
2018-12-17,180.668,180.759,177.786,177.916
2018-12-18,176.451,177.671,174.403,174.42
2018-12-19,174.636,176.344,173.937,176.212
2018-12-20,174.71,175.281,172.607,172.667
2018-12-21,171.757,172.71,171.382,172.132
2018-12-24,171.256,171.282,168.209,168.356
2018-12-26,169.124,173.198,168.327,172.94
2018-12-27,171.67,172.402,170.23,170.486
2018-12-28,170.486,171.468,170.155,170.966
2018-12-31,171.878,172.066,169.199,169.802
2019-01-02,169.443,172.688,168.265,170.39
2019-01-03,170.829,171.773,169.428,171.552
2019-01-04,173.154,174.192,172.444,173.355
2019-01-07,175.059,176.067,174.36,174.635
2019-01-08,175.619,176.368,175.238,175.965
2019-01-09,177.451,179.351,177.051,179.044
2019-01-10,178.887,179.254,177.718,178.601
2019-01-11,179.304,179.38,177.488,178.08
2019-01-14,178.037,179.241,177.608,177.792
2019-01-15,178.513,179.299,178.095,178.978
2019-01-16,178.99,180.179,178.827,179.64
2019-01-17,178.968,179.971,178.28,179.757
2019-01-18,180.31,182.251,179.624,182.214
2019-01-22,180.047,180.302,178.183,178.99
2019-01-23,179.991,180.079,178.133,178.657
2019-01-24,178.322,179.915,178.252,179.236
2019-01-25,179.123,180.833,178.923,180.678
2019-01-28,178.86,178.95,177.022,177.473
2019-01-29,178.017,179.454,177.919,179.177
2019-01-30,179.849,180.894,179.37,180.112
2019-01-31,180.887,182.011,179.516,179.639
2019-02-01,179.652,181.109,179.523,180.549
2019-02-04,180.186,180.872,178.488,180.61
2019-02-05,180.423,180.982,179.63,179.952
2019-02-06,179.931,180.909,179.516,180.559
2019-02-07,179.733,179.816,177.211,178.102
2019-02-08,178.152,178.947,177.667,178.04
2019-02-11,177.79,178.056,176.31,177.115
2019-02-12,178.478,179.269,177.987,178.208
2019-02-13,178.483,179.372,178.01,178.716
2019-02-14,179.263,179.311,177.645,178.721
2019-02-15,178.721,181.341,178.721,181.329
2019-02-19,181.892,182.297,181.192,182.239
2019-02-20,182.043,183.639,181.39,183.269
2019-02-21,183.296,183.684,182.625,183.409
2019-02-22,184.233,184.657,183.588,184.06
2019-02-25,183.631,183.67,181.386,181.75
2019-02-26,181.996,182.115,181.162,181.402
2019-02-27,182.525,183.613,182.006,183.226
2019-02-28,183.112,183.27,182.411,182.746
2019-03-01,183.016,183.318,180.68,181.496
2019-03-04,181.947,182.577,180.468,181.095
2019-03-05,181.632,182.15,181.289,181.896
2019-03-06,181.386,181.531,180.477,181.23
2019-03-07,181.805,181.819,180.609,180.871
2019-03-08,179.785,180.731,178.701,180.672
2019-03-11,180.813,181.329,180.418,180.498
2019-03-12,181.092,181.61,180.638,181.307
2019-03-13,181.774,183.428,181.686,183.411
2019-03-14,182.677,184.099,182.655,183.387
2019-03-15,183.388,183.997,182.335,183.866
2019-03-18,183.981,185.062,183.843,184.857
2019-03-19,185.552,185.882,184.447,185.236
2019-03-20,184.569,185.69,184.04,185.602
2019-03-21,185.445,185.874,184.953,185.374
2019-03-22,185.114,185.187,183.199,184.155
2019-03-25,183.866,184.859,183.403,184.307
2019-03-26,184.917,185.783,184.702,185.229
2019-03-27,184.84,185.084,183.121,183.944
